TransactionID,Date,ProductCategory,ProductName,Quantity,UnitPrice,Discount(%),TotalAmount,Profit,PaymentMode,CustomerType,StoreLocation
100578,2023-03-10,Snacks,Chips,10,489.68,5,4651.96,1328.42,Cash,New,Rural
100579,2023-04-09,Dairy,Cheese,1,255.92,0,255.92,42.62,Card,Member,Urban
100580,2023-01-25,Vegetables,Tomato,3,232.93,5,663.85,133.2,UPI,Member,Rural
100581,2023-02-22,Dairy,Milk,8,379.2,10,2730.24,280.71,Card,Member,Urban
100582,2023-05-31,Household,Soap,8,74.91,0,599.28,60.76,UPI,Regular,Rural
100583,2023-05-24,Fruits,Mango,15,277.99,5,3961.36,586.38,Card,New,Semi-Urban
100584,2023-02-26,Fruits,Banana,7,277.66,0,1943.62,233.55,UPI,Regular,Semi-Urban
100585,2023-02-08,Snacks,Chips,11,53.84,15,503.4,76.54,Card,New,Semi-Urban
100586,2023-04-19,Beverages,Soda,7,214.81,0,1503.67,203.61,Card,New,Urban
100587,2023-06-30,Dairy,Yogurt,4,428.11,10,1541.2,162.91,UPI,Regular,Rural
100588,2023-02-11,Beverages,Tea,12,,10,4638.82,1307.5,UPI,Regular,Rural
100589,2023-07-05,Snacks,Chips,6,58.63,0,351.78,35.76,UPI,New,Semi-Urban
100590,2023-08-11,Fruits,Banana,14,54.45,0,762.3,188.45,UPI,Member,Semi-Urban
100591,2023-05-02,Beverages,Soda,12,138.72,0,1664.64,217.12,UPI,Member,Semi-Urban
100592,2023-05-13,Beverages,Coffee,11,438.64,10,4342.54,1226.53,UPI,Member,Rural
100593,2023-06-12,Fruits,Apple,19,73.16,0,1390.04,387.21,UPI,Member,Semi-Urban
100594,2023-08-03,Dairy,Butter,5,362.8,5,1723.3,397.7,UPI,New,Urban
100595,2023-08-09,Fruits,Banana,14,59.57,10,750.58,175.97,Card,Member,Semi-Urban
100596,2023-08-23,Beverages,Juice,16,315.34,0,5045.44,509.93,UPI,Member,Semi-Urban
100597,2023-11-27,Dairy,Butter,13,184.47,5,2278.2,676.57,UPI,Member,Rural
100598,2023-05-26,Dairy,Cheese,4,396.57,0,1586.28,437.13,Card,New,Urban
100599,2023-08-27,Fruits,Banana,11,124.51,0,1369.61,382.15,Card,Regular,Rural
100600,2023-03-17,Beverages,Tea,17,323.21,10,4945.11,1146.52,Cash,Member,Urban
100601,2023-01-09,Snacks,Chocolate,7,125.48,0,878.36,148.41,Cash,New,Urban
100602,2023-03-15,Beverages,Coffee,14,359.69,0,5035.66,1403.59,UPI,New,Semi-Urban
100603,2023-09-10,Vegetables,Tomato,11,438.1,15,4096.24,648.45,UPI,Member,Semi-Urban
100604,2023-08-18,Household,Soap,9,72.13,0,649.17,137.98,Cash,Regular,Rural
100605,2023-01-07,Snacks,Nuts,13,434.63,20,4520.15,542.18,Cash,Regular,Rural
100606,2023-06-23,Dairy,Cheese,18,300.85,20,4332.24,1232.05,UPI,Regular,Rural
100607,2023-05-21,Snacks,Chocolate,11,72.28,0,795.08,101.89,Cash,New,Urban
100608,2023-06-17,Dairy,Butter,15,219.5,0,3292.5,477.34,UPI,Member,Rural
100609,2023-06-19,Dairy,Butter,19,,10,1518.82,321.42,Card,Member,Urban
100610,2023-10-10,Snacks,Biscuits,1,353.17,0,353.17,89.29,Card,New,Urban
100611,2023-05-02,Dairy,Butter,4,381.85,0,1527.4,341.94,Cash,Member,Urban
100612,2023-07-13,Dairy,Butter,14,61.84,10,779.18,114.09,Card,Member,Urban
100613,2023-01-05,Vegetables,Carrot,14,258.01,0,3612.14,361.9,Card,Regular,Urban
100614,2023-01-29,Beverages,Soda,3,409.17,15,1043.38,262.34,Card,Member,Semi-Urban
100615,2023-06-14,Beverages,Juice,17,468.72,0,7968.24,2366.9,Card,Member,Urban
100616,2023-12-05,Household,Tissue,3,261.62,0,784.86,205.62,UPI,New,Urban
100617,2023-05-16,Household,Tissue,16,475.64,0,7610.24,1461.48,UPI,New,Semi-Urban
100618,2023-12-31,Vegetables,Tomato,14,272.49,20,3051.89,856.83,Cash,Regular,Semi-Urban
100619,2023-11-17,Household,Tissue,13,203.15,5,2508.9,456.54,Card,New,Semi-Urban
100620,2023-12-08,Snacks,Biscuits,15,425.62,10,5745.87,1177.83,Card,Regular,Rural
100621,2023-05-25,Fruits,Orange,14,251.56,0,3521.84,688.26,,Regular,Rural
100622,2023-11-23,Fruits,Banana,19,241.23,0,4583.37,868.66,Cash,Member,Urban
100623,2023-08-05,Fruits,Apple,6,250.25,0,1501.5,382.94,UPI,Regular,Urban
100624,2023-10-28,Vegetables,Tomato,10,424.92,0,4249.2,872.59,Card,Member,Urban
100625,2023-05-12,Vegetables,Carrot,15,417.65,5,5951.51,972.14,UPI,Regular,Urban
100626,2023-10-19,Dairy,Cheese,6,207.72,5,1184.0,179.53,,New,Semi-Urban
100627,2023-03-11,Fruits,Banana,10,173.32,0,1733.2,186.4,UPI,New,Rural
100628,2023-09-09,Snacks,Chips,7,251.04,15,1493.69,323.59,Card,New,Semi-Urban
100629,2023-10-02,Household,Detergent,17,290.66,0,4941.22,721.38,UPI,Regular,Rural
100630,2023-12-30,Snacks,Chips,18,126.79,20,1825.78,236.67,UPI,Regular,Semi-Urban
100631,2023-07-01,Household,Detergent,17,399.04,0,6783.68,1565.44,Cash,Member,Urban
100632,2023-06-16,Fruits,Banana,9,248.38,0,2235.42,528.1,Cash,Member,Rural
100633,2023-04-01,Fruits,Banana,10,173.68,0,1736.8,434.95,Cash,Member,Urban
100634,2023-07-21,Fruits,Apple,10,62.34,0,623.4,125.13,Cash,Member,Rural
100635,2023-12-12,Vegetables,Carrot,7,127.03,5,844.75,235.53,UPI,Regular,Rural
100636,2023-01-19,Household,Detergent,16,475.15,0,7602.4,2183.93,UPI,Regular,Urban
100637,2023-02-08,Vegetables,Tomato,18,159.5,0,2871.0,750.69,Cash,Member,Urban
100638,2023-05-06,Vegetables,Tomato,6,92.74,10,500.8,113.74,Cash,Regular,Urban
100639,2023-06-22,Beverages,Soda,1,235.73,5,223.94,36.0,Card,Regular,Semi-Urban
100640,2023-05-21,Snacks,Biscuits,1,160.47,10,144.42,42.83,Card,Regular,Rural
100641,2023-08-30,Snacks,Nuts,12,27.23,0,326.76,50.59,Cash,Regular,Rural
100642,2023-08-08,Dairy,Milk,2,168.34,5,319.85,44.95,UPI,Member,Rural
100643,2023-05-06,Vegetables,Tomato,4,276.61,5,1051.12,198.06,Cash,Member,Urban
100644,2023-02-27,Household,Cleaner,17,280.34,0,4765.78,530.76,UPI,Regular,Rural
100645,2023-05-28,Beverages,Juice,4,184.71,0,738.84,218.47,UPI,New,Rural
100646,2023-11-13,Beverages,Coffee,11,229.18,0,2520.98,548.78,Card,Member,Urban
100647,2023-12-27,Snacks,Chocolate,4,483.1,0,1932.4,408.49,Cash,Member,Urban
100648,2023-01-01,Vegetables,Onion,1,194.9,0,194.9,45.05,Cash,New,Rural
100649,2023-12-14,Dairy,Butter,7,136.53,0,955.71,190.57,UPI,Member,Semi-Urban
100650,2023-07-09,Vegetables,Potato,18,129.3,5,2211.03,235.28,Cash,New,Urban
100651,2023-07-10,Fruits,Banana,9,234.3,5,2003.26,445.65,Card,New,Semi-Urban
100652,2023-11-08,Vegetables,Tomato,3,382.16,20,917.18,223.09,Card,Regular,Semi-Urban
100653,2023-04-27,Fruits,Orange,8,110.93,10,798.7,146.44,Cash,Member,Semi-Urban
100654,2023-05-14,Fruits,Mango,19,357.56,0,6793.64,1708.32,Cash,New,Semi-Urban
100655,2023-02-27,Dairy,Cheese,4,20.36,15,69.22,10.07,Card,Regular,Urban
100656,2023-02-13,Household,Tissue,18,215.28,15,3293.78,475.15,Cash,Member,Rural
100657,2023-06-22,Snacks,Nuts,11,390.17,0,4291.87,567.74,UPI,Regular,Rural
100658,2023-06-09,Vegetables,Potato,14,175.98,5,2340.53,408.19,Cash,Regular,Urban
100659,2023-06-22,Fruits,Banana,18,286.23,20,4121.71,1110.4,UPI,New,Urban
100660,2023-11-13,Vegetables,Potato,16,110.44,5,1678.69,445.83,Cash,Member,Semi-Urban
100661,2023-10-30,Household,Detergent,3,373.58,15,952.63,168.2,Cash,Regular,Semi-Urban
100662,2023-05-29,Snacks,Chocolate,15,35.62,0,534.3,116.38,Card,New,Urban
100663,2023-03-21,Household,Cleaner,4,427.75,0,1711.0,417.76,UPI,New,Rural
100664,2023-08-01,Snacks,Chocolate,5,107.12,0,535.6,79.4,Card,Regular,Semi-Urban
100665,2023-07-22,Beverages,Tea,-5,438.46,5,7081.13,946.24,Cash,Regular,Urban
100666,2023-09-09,Snacks,Chips,7,182.74,10,1151.26,338.95,Card,New,Urban
100667,2023-08-17,Dairy,Butter,16,364.11,20,4660.61,1041.7,Cash,Regular,Urban
100668,2023-06-13,Household,Detergent,14,166.42,0,2329.88,690.3,Cash,Regular,Semi-Urban
100669,2023-08-15,Fruits,Mango,16,453.9,0,7262.4,1216.82,Cash,Member,Urban
100670,2023-05-27,Beverages,Tea,7,72.05,10,453.92,109.21,UPI,New,Rural
100671,2023-01-20,Dairy,Milk,9,97.47,5,833.37,120.44,UPI,Regular,Urban
100672,2023-02-16,Vegetables,Potato,4,251.58,0,1006.32,153.2,UPI,New,Semi-Urban
100673,2023-08-21,Household,Tissue,11,50.15,0,551.65,111.64,Card,Member,Rural
100674,2023-11-01,Fruits,Mango,2,106.03,10,190.85,31.29,Cash,New,Rural
100675,2023-01-14,Snacks,Chocolate,12,472.45,10,5102.46,681.3,Card,New,Urban
100676,2023-05-23,Fruits,Mango,12,488.48,0,5861.76,894.36,Card,New,Urban
100677,2023-01-01,Vegetables,Onion,4,194.37,0,777.48,83.31,Cash,Member,Rural
100678,2023-02-23,Beverages,Tea,18,462.41,20,6658.7,1603.98,Card,Member,Urban
100679,2023-09-16,Beverages,Soda,7,276.96,5,1841.78,365.45,Cash,New,Semi-Urban
100680,2023-05-24,Household,Detergent,1,142.17,0,142.17,16.9,Cash,New,Rural
100681,2023-01-12,Beverages,Juice,13,354.18,0,4604.34,618.54,Cash,Member,Urban
100682,2023-11-26,Household,Detergent,6,332.86,10,1797.44,216.6,Cash,Regular,Rural
100683,2023-08-12,Household,Detergent,6,494.67,0,2968.02,660.44,Card,Member,Urban
100684,2023-09-29,Household,Cleaner,12,139.87,0,1678.44,199.47,Card,New,Urban
100685,2023-12-24,Snacks,Biscuits,-5,339.31,5,2578.76,646.9,Card,Regular,Semi-Urban
100686,2023-06-05,Dairy,Butter,19,35.49,0,674.31,70.2,UPI,Regular,Urban
100687,2023-01-08,Household,Cleaner,5,65.69,5,312.03,46.77,Card,Regular,Urban
100688,2023-05-02,Household,Detergent,18,11.92,0,214.56,59.68,Card,Member,Urban
100689,2023-12-14,Dairy,Milk,5,499.74,5,2373.76,578.5,UPI,Member,Semi-Urban
100690,2023-06-13,Fruits,Apple,10,403.11,0,4031.1,461.94,Cash,Member,Urban
100691,2023-03-31,Household,Tissue,1,395.49,0,395.49,104.5,Cash,Member,Urban
100692,2023-05-16,Snacks,Nuts,10,259.77,0,2597.7,515.92,Cash,New,Urban
100693,2023-07-05,Beverages,Soda,5,157.03,15,667.38,179.76,UPI,Regular,Rural
100694,2023-11-12,Beverages,Juice,12,84.12,15,858.02,188.89,Card,New,Semi-Urban
100695,2023-06-27,Vegetables,Onion,7,149.49,0,1046.43,247.34,Card,Member,Rural
100696,2023-01-28,Vegetables,Carrot,9,194.23,10,1573.26,469.93,Card,Member,Semi-Urban
100697,2023-08-08,Beverages,Tea,12,380.59,5,4338.73,635.48,Card,New,Semi-Urban
100698,2023-12-23,Beverages,Coffee,1,274.43,20,219.54,49.35,UPI,Regular,Rural
100699,2023-02-10,Snacks,Biscuits,11,47.97,0,527.67,101.35,Card,Regular,Semi-Urban
100700,2023-08-16,Dairy,Milk,15,18.83,5,268.33,28.95,Cash,Member,Semi-Urban
100701,2023-07-11,Vegetables,Carrot,2,60.14,0,120.28,12.38,UPI,Member,Rural
100702,2023-05-25,Dairy,Milk,7,211.14,0,1477.98,183.04,UPI,Member,Urban
100703,2023-07-20,Snacks,Chocolate,12,467.26,20,4485.7,1030.9,Cash,Member,Semi-Urban
100704,2023-07-31,Beverages,Soda,18,322.33,5,5511.84,1176.41,Cash,Regular,Rural
100705,2023-08-08,Household,Soap,3,402.89,0,1208.67,254.65,Card,New,Semi-Urban
100706,2023-08-28,Dairy,Cheese,7,238.52,0,1669.64,177.6,Cash,Regular,Rural
100707,2023-02-15,Beverages,Juice,11,187.22,10,1853.48,359.32,UPI,New,Urban
100708,2023-02-04,Beverages,Tea,18,63.12,5,1079.35,307.53,UPI,Member,Semi-Urban
100709,2023-09-10,Fruits,Orange,12,439.21,0,5270.52,946.16,UPI,Member,Urban
100710,2023-03-23,Dairy,Cheese,6,393.75,20,1890.0,425.22,Card,New,Urban
100711,2023-09-13,Household,Cleaner,5,92.38,0,461.9,118.23,Card,Member,Rural
100712,2023-07-16,Dairy,Yogurt,1,261.01,0,261.01,67.02,Cash,Regular,Semi-Urban
100713,2023-10-30,Beverages,Juice,12,248.81,15,2537.86,517.36,Card,Member,Semi-Urban
100714,2023-01-10,Household,Cleaner,11,316.29,0,3479.19,944.91,Card,Member,Semi-Urban
100715,2023-11-08,Snacks,Nuts,4,473.63,0,1894.52,337.75,UPI,Member,Semi-Urban
100716,2023-10-13,Fruits,Banana,18,294.09,5,5028.94,1396.73,UPI,Member,Semi-Urban
100717,2023-08-30,Beverages,Coffee,4,274.71,10,988.96,146.41,Cash,Regular,Rural
100718,2023-09-08,Vegetables,Potato,17,34.66,0,589.22,91.94,UPI,New,Semi-Urban
100719,2023-12-31,Vegetables,Potato,2,40.82,15,69.39,7.68,Card,Member,Urban
100720,2023-01-05,Fruits,Apple,2,101.8,10,183.24,47.48,Cash,Member,Urban
100721,2023-04-29,Snacks,Chips,12,25.91,0,310.92,57.03,Cash,Regular,Semi-Urban
100722,2023-10-16,Beverages,Coffee,6,374.24,10,2020.9,294.69,UPI,Regular,Rural
100723,2023-03-06,Dairy,Milk,10,364.43,0,3644.3,533.37,UPI,Regular,Rural
100724,2023-05-26,Fruits,Apple,16,76.67,0,1226.72,343.83,UPI,Member,Semi-Urban
100725,2023-08-12,Snacks,Chips,14,419.68,10,5287.97,1410.74,Cash,New,Urban
100726,2023-08-27,Dairy,Yogurt,7,85.85,20,480.76,101.3,UPI,Regular,Semi-Urban
100727,2023-06-26,Vegetables,Onion,19,157.58,0,2994.02,668.33,Card,Regular,Semi-Urban
100728,2023-09-24,Vegetables,Tomato,17,132.0,0,2244.0,437.28,Cash,Regular,Semi-Urban
100729,2023-12-07,Dairy,Milk,9,192.43,0,1731.87,308.85,UPI,New,Rural
100730,2023-10-09,Fruits,Mango,13,134.79,0,1752.27,496.06,Card,Member,Rural
100731,2023-03-04,Vegetables,Onion,5,249.59,0,1247.95,156.15,,Member,Urban
100732,2023-08-05,Beverages,Juice,5,209.63,0,1048.15,192.53,UPI,Member,Urban
100733,2023-12-08,Household,Detergent,10,493.42,5,4687.49,791.78,Card,Regular,Semi-Urban
100734,2023-11-11,Dairy,Yogurt,10,37.4,0,374.0,74.66,Cash,Member,Urban
100735,2023-10-10,Dairy,Milk,7,79.67,0,557.69,106.81,Cash,Regular,Semi-Urban
100736,2023-06-26,Vegetables,Tomato,15,35.88,10,484.38,98.71,Card,New,Urban
100737,2023-04-08,Fruits,Banana,7,316.66,10,1994.96,255.32,Cash,New,Semi-Urban
100738,2023-04-15,Beverages,Soda,15,36.71,0,550.65,111.58,UPI,Member,Rural
100739,2023-04-09,Fruits,Mango,3,419.86,0,1259.58,187.03,Card,Regular,Semi-Urban
100740,2023-11-07,Snacks,Nuts,19,260.85,5,4708.34,644.41,Cash,Regular,Rural
100741,2023-01-06,Snacks,Biscuits,10,268.23,0,2682.3,303.01,UPI,Member,Rural
100742,2023-07-16,Household,Tissue,15,285.18,0,4277.7,1080.25,UPI,New,Urban
100743,2023-12-17,Vegetables,Potato,3,93.7,10,252.99,46.93,Cash,New,Urban
100744,2023-05-13,Vegetables,Tomato,6,106.87,0,641.22,144.49,Card,New,Rural
100745,2023-12-24,Vegetables,Potato,12,166.22,0,1994.64,489.72,UPI,New,Semi-Urban
100746,2023-09-16,Household,Detergent,15,300.81,0,4512.15,1064.25,UPI,New,Semi-Urban
100747,2023-01-23,Snacks,Chocolate,6,112.96,0,677.76,131.55,UPI,Member,Urban
100748,2023-02-22,Fruits,Banana,13,67.0,0,871.0,154.67,UPI,Member,Semi-Urban
100749,2023-06-14,Household,Detergent,19,485.36,20,7377.47,1292.47,Card,Member,Semi-Urban
100750,2023-07-21,Household,Cleaner,3,20.77,0,62.31,14.21,Cash,New,Semi-Urban
100751,2023-03-24,Fruits,Mango,8,403.32,0,3226.56,641.95,Cash,New,Rural
100752,2023-05-25,Vegetables,Onion,8,396.14,0,3169.12,855.11,Cash,Member,Rural
100753,2023-03-26,Beverages,Juice,15,155.63,15,1984.28,545.56,UPI,Member,Semi-Urban
100754,2023-03-19,Fruits,Orange,4,76.46,5,290.55,38.97,Card,New,Urban
100755,2023-01-01,Snacks,Chips,19,81.36,0,1545.84,196.7,Cash,Regular,Semi-Urban
100756,2023-02-20,Dairy,Yogurt,3,351.74,15,896.94,202.78,Card,Member,Urban
100757,2023-06-22,Dairy,Butter,13,324.98,0,4224.74,676.99,Cash,New,Rural
100758,2023-07-24,Household,Cleaner,8,393.55,0,3148.4,326.53,UPI,New,Semi-Urban
100759,2023-09-17,Dairy,Yogurt,16,469.37,0,7509.92,2085.72,Cash,Member,Semi-Urban
100760,2023-10-15,Beverages,Juice,13,349.04,0,4537.52,659.67,UPI,Regular,Urban
100761,2023-02-03,Vegetables,Onion,3,86.37,0,259.11,74.07,UPI,New,Urban
100762,2023-12-14,Snacks,Chips,16,129.29,5,1965.21,478.5,Cash,Member,Semi-Urban
100763,2023-04-05,Beverages,Tea,9,422.67,0,3804.03,960.63,Card,New,Semi-Urban
100764,2023-03-13,Snacks,Biscuits,14,112.56,5,1497.05,210.02,UPI,New,Urban
100765,2023-02-08,Snacks,Chocolate,13,45.54,0,592.02,86.93,Card,New,Rural
100766,2023-06-03,Vegetables,Carrot,7,354.61,0,2482.27,507.01,Cash,New,Urban
100767,2023-09-07,Household,Tissue,15,207.24,0,3108.6,417.86,UPI,Regular,Semi-Urban
100768,2023-06-11,Dairy,Milk,7,460.82,15,2741.88,441.68,Card,Member,Rural
100769,2023-04-28,Vegetables,Onion,6,328.62,0,1971.72,323.94,UPI,Member,Rural
100770,2023-09-16,Beverages,Juice,2,54.31,5,103.19,13.61,Cash,Member,Rural
100771,2023-11-02,Household,Soap,9,474.45,0,4270.05,602.23,UPI,Member,Rural
100772,2023-09-25,Beverages,Soda,17,136.69,0,2323.73,598.85,Cash,Member,Semi-Urban
100773,2023-02-23,Household,Detergent,5,175.23,0,876.15,116.91,Card,Regular,Rural
100774,2023-08-24,Beverages,Coffee,12,207.11,0,2485.32,262.68,UPI,New,Urban
100775,2023-08-10,Vegetables,Tomato,1,35.1,0,35.1,7.93,Card,New,Urban
100776,2023-09-08,Household,Tissue,10,253.29,0,2532.9,747.7,Cash,Member,Urban
100777,2023-11-09,Household,Cleaner,11,70.43,10,697.26,115.91,Cash,New,Semi-Urban
100778,2023-04-22,Snacks,Chips,16,206.48,0,3303.68,408.77,,New,Rural
100779,2023-09-12,Snacks,Chips,14,181.85,5,2418.6,517.77,Card,New,Urban
100780,2023-10-30,Fruits,Orange,8,388.69,0,3109.52,874.62,Cash,Member,Urban
100781,2023-07-26,Beverages,Tea,17,403.55,5,6517.33,1673.73,Card,Member,Urban
100782,2023-08-17,Snacks,Nuts,18,85.17,5,1456.41,326.97,Cash,Regular,Rural
100783,2023-12-07,Fruits,Mango,12,189.61,0,2275.32,370.9,Card,Member,Urban
100784,2023-03-07,Snacks,Chocolate,17,192.94,0,3279.98,683.47,Cash,Regular,Rural
100785,2023-03-16,Beverages,Coffee,14,84.19,10,1060.79,125.44,Cash,Member,Rural
100786,2023-04-13,Household,Cleaner,16,401.24,15,5456.86,1286.67,UPI,New,Rural
100787,2023-07-11,Dairy,Milk,14,356.54,0,4991.56,1223.03,Cash,Regular,Semi-Urban
100788,2023-09-09,Beverages,Juice,9,103.29,0,929.61,272.38,Cash,Regular,Semi-Urban
100789,2023-08-14,Vegetables,Potato,4,189.69,15,644.95,98.08,UPI,Regular,Rural
100790,2023-10-21,Snacks,Chips,11,61.84,0,680.24,70.53,UPI,Member,Rural
100791,2023-11-02,Snacks,Chocolate,6,317.82,5,1811.57,378.84,Card,Regular,Semi-Urban
100792,2023-04-08,Household,Tissue,15,69.47,0,1042.05,251.51,Card,Member,Semi-Urban
100793,2023-12-04,Vegetables,Potato,5,493.11,0,2465.55,636.31,Cash,Regular,Rural
100794,2023-10-13,Household,Tissue,11,392.53,5,4101.94,569.13,Card,Member,Semi-Urban
100795,2023-12-01,Vegetables,Onion,18,201.22,5,3440.86,524.22,Card,Regular,Urban
100796,2023-12-13,Dairy,Milk,13,293.5,0,3815.5,772.71,Cash,New,Rural
100797,2023-11-04,Snacks,Biscuits,11,456.56,0,5022.16,834.28,UPI,New,Rural
100798,2023-09-06,Snacks,Chocolate,14,281.51,10,3547.03,965.15,UPI,Regular,Semi-Urban
100799,2023-06-15,Dairy,Cheese,18,95.5,5,1633.05,318.04,Cash,Member,Urban
100800,2023-12-01,Fruits,Banana,19,195.56,0,3715.64,965.75,Cash,Member,Semi-Urban
100801,2023-01-30,Household,Soap,15,423.14,5,6029.74,1303.17,Cash,Member,Urban
100802,2023-09-04,Dairy,Butter,9,325.66,10,2637.85,671.64,Cash,New,Urban
100803,2023-04-16,Household,Tissue,8,328.85,10,2367.72,394.31,Cash,New,Rural
100804,2023-02-20,Beverages,Soda,1,434.74,5,413.0,109.98,Cash,New,Urban
100805,2023-03-22,Snacks,Biscuits,4,448.05,0,1792.2,277.64,Card,Member,Rural
100806,2023-05-13,Household,Tissue,14,460.7,10,5804.82,1214.48,Card,Member,Urban
100807,2023-10-12,Vegetables,Onion,2,56.48,5,107.31,15.32,Card,Member,Rural
100808,2023-05-18,Household,Detergent,16,276.62,0,4425.92,863.52,UPI,Regular,Urban
100809,2023-07-03,Beverages,Soda,3,372.85,0,1118.55,183.03,Cash,Regular,Semi-Urban
100810,2023-11-26,Snacks,Biscuits,8,380.89,0,3047.12,467.25,Cash,Regular,Urban
100811,2023-09-30,Dairy,Butter,6,307.29,5,1751.55,513.9,Card,New,Semi-Urban
100812,2023-12-06,Beverages,Tea,16,91.73,0,1467.68,193.76,UPI,New,Urban
100813,2023-03-10,Snacks,Nuts,16,400.74,5,6091.25,1568.28,Card,Member,Urban
100814,2023-02-03,Household,Cleaner,7,362.85,15,2158.96,640.85,Cash,Regular,Rural
100815,2023-09-19,Fruits,Orange,13,52.21,10,610.86,63.52,Cash,Member,Urban
100816,2023-02-22,Fruits,Apple,13,237.27,15,2621.83,628.73,Card,Regular,Urban
100817,2023-07-24,Vegetables,Carrot,5,95.25,20,381.0,57.37,,Regular,Urban
100818,2023-05-06,Snacks,Biscuits,18,175.36,0,3156.48,341.21,Cash,Member,Semi-Urban
100819,2023-08-23,Fruits,Orange,15,18.86,5,268.75,48.53,Card,Member,Rural
100820,2023-02-12,Dairy,Cheese,18,206.16,0,3710.88,1065.18,Cash,Regular,Rural
100821,2023-08-28,Snacks,Biscuits,2,279.44,15,475.05,48.62,Card,Regular,Urban
100822,2023-04-21,Dairy,Milk,10,313.6,0,3136.0,682.32,UPI,New,Urban
100823,2023-09-06,Dairy,Butter,13,335.11,20,3485.14,698.0,Cash,Member,Semi-Urban
100824,2023-05-31,Fruits,Mango,18,419.78,5,7178.24,1971.7,UPI,Member,Urban
100825,2023-07-02,Snacks,Chocolate,15,115.58,10,1560.33,182.25,Card,Member,Rural
100826,2023-12-02,Household,Detergent,12,69.04,0,828.48,195.77,,Member,Rural
100827,2023-04-05,Beverages,Coffee,15,427.25,0,6408.75,1512.61,Card,Regular,Semi-Urban
100828,2023-01-08,Fruits,Orange,13,86.74,10,1014.86,237.29,UPI,New,Semi-Urban
100829,2023-12-26,Fruits,Banana,18,487.63,0,8777.34,2531.97,UPI,Member,Rural
100830,2023-07-03,Household,Detergent,15,422.84,10,5708.34,1510.53,UPI,Regular,Semi-Urban
100831,2023-10-08,Snacks,Chips,11,255.43,0,2809.73,304.56,Cash,Regular,Urban
100832,2023-07-14,Snacks,Chips,19,490.9,5,8860.75,1720.9,UPI,Regular,Urban
100833,2023-12-18,Dairy,Milk,3,57.71,0,173.13,31.09,Card,Regular,Semi-Urban
100834,2023-07-14,Household,Detergent,7,158.5,5,1054.02,170.78,Card,Regular,Rural
100835,2023-06-04,Household,Cleaner,14,322.73,5,4292.31,816.69,Cash,Member,Semi-Urban
100836,2023-04-03,Snacks,Chips,14,181.5,0,2541.0,449.35,Cash,Member,Rural
100837,2023-06-09,Dairy,Butter,13,464.9,0,6043.7,1126.95,Card,New,Semi-Urban
100838,2023-03-02,Fruits,Apple,12,42.16,0,505.92,149.68,UPI,Member,Semi-Urban
100839,2023-05-02,Vegetables,Carrot,9,279.21,5,2387.25,281.04,Card,Regular,Semi-Urban
100840,2023-02-20,Beverages,Coffee,1,299.52,5,284.54,80.94,Cash,New,Urban
100841,2023-10-04,Fruits,Apple,19,329.84,10,5640.26,1105.76,Cash,Regular,Urban
100842,2023-01-05,Snacks,Biscuits,11,135.28,5,1413.68,317.72,Card,Regular,Rural
100843,2023-04-02,Beverages,Juice,19,188.64,0,3584.16,953.52,UPI,Member,Semi-Urban
100844,2023-06-19,Vegetables,Tomato,18,423.4,0,7621.2,1311.55,UPI,Regular,Urban
100845,2023-11-13,Vegetables,Potato,12,105.52,0,1266.24,235.63,Cash,Member,Semi-Urban
100846,2023-01-22,Dairy,Yogurt,1,415.17,0,415.17,75.52,Card,Regular,Rural
100847,2023-11-22,Beverages,Tea,19,285.7,20,4342.64,759.73,Card,New,Urban
100848,2023-01-01,Dairy,Milk,17,383.47,15,5541.14,1579.81,Cash,Regular,Rural
100849,2023-05-13,Fruits,Banana,5,359.67,0,1798.35,477.98,Card,Member,Urban
100850,2023-08-21,Household,Soap,3,111.68,5,318.29,38.77,Cash,Regular,Semi-Urban
100851,2023-01-12,Household,Detergent,2,288.72,10,519.7,63.21,UPI,Member,Rural
100852,2023-12-12,Household,Cleaner,3,435.18,0,1305.54,242.27,UPI,Member,Urban
100853,2023-02-15,Beverages,Tea,8,221.74,0,1773.92,212.39,Card,New,Urban
100854,2023-02-03,Household,Tissue,16,483.63,0,7738.08,1731.93,UPI,Member,Semi-Urban
100855,2023-03-19,Fruits,Banana,6,231.59,5,1320.06,169.94,UPI,New,Rural
100856,2023-08-06,Dairy,Cheese,13,79.96,20,831.58,170.04,Cash,New,Rural
100857,2023-10-28,Beverages,Coffee,16,200.82,5,3052.46,309.65,Cash,Regular,Rural
100858,2023-03-14,Dairy,Yogurt,16,476.33,0,7621.28,1244.7,Card,New,Semi-Urban
100859,2023-10-09,Beverages,Soda,3,166.66,0,499.98,117.71,Cash,Member,Urban
100860,2023-09-06,Dairy,Yogurt,13,435.37,10,5093.83,1002.51,Card,Member,Urban
100861,2023-02-16,Vegetables,Onion,14,441.81,10,5566.81,1645.85,Card,New,Rural
100862,2023-05-01,Dairy,Milk,8,181.59,5,1380.08,379.28,Cash,Regular,Urban
100863,2023-08-02,Household,Cleaner,12,50.8,5,579.12,99.5,UPI,New,Rural
100864,2023-08-27,Vegetables,Carrot,8,365.03,0,2920.24,318.59,UPI,New,Semi-Urban
100865,2023-02-25,Dairy,Cheese,9,162.64,10,1317.38,354.54,UPI,Member,Semi-Urban
